"chunks","time","diff"
"about 60,000 livres a year, which is enormous for a woman who cannot","1767978659128","1"
"discover the reason. I really am quite ashamed to have been the cause","1767978659128","1"
"experienced bitter sorrows.”","1767978659128","1"
"performed, viewed, copied or distributed:","1767978659128","1"
"“Are you sure of it?” asked Albert.","1767978659128","1"
"“And, in truth, if you had not found me here,” said the count, “it","1767978659128","1"
"president. ‘You are at liberty to speak, M. de Morcerf,’ said the","1767978659128","1"
"“Yes.”","1767978659128","1"
"the witnesses, seeing he did not move, approached and endeavored to","1767978659128","1"
"work to spare an angel the tears that might one day flow for mortal","1767978659128","1"
"A cold perspiration burst out on Villefort’s brow; his legs trembled,","1767978659128","1"
"I really do not think, after all, it is anything of consequence.”","1767978659128","1"
"satin dress, her hair dressed and gloves on, as if she were going to","1767978659128","1"
"back that he let go the ladder, crying, “Help!” A second blow struck","1767978659128","1"
"Albert, you owe her more than your poor noble heart can pay her. Keep","1767978659128","1"
"“Well, then, did he ask you, ‘Who is M. Albert de Morcerf? how does he","1767978659128","1"
"Dantès was alone in darkness and in silence—cold as the shadows that he","1767978659128","1"
"availing himself of this last resource. And Morrel was right, for he","1767978659128","1"
"bottle of orangeade, her usual beverage, and a glass. Then, as we have","1767978659128","1"
"“I hoped for a moment that it might,” said Villefort; “but that","1767978659128","1"
"on the table. Between the two baskets he placed a small silver cup with","1767978659128","1"
"and yet the first day you set foot in Paris you instinctively display","1767978659128","1"
"“I have just left the count, sir,” said he; “he is, doubtless, a","1767978659128","1"
"an engraving on each side—one representing Homer carrying his guide,","1767978659128","1"
"“‘Why, with his father, no doubt,’ replied Danglars. And so I came,”","1767978659128","1"
"think of the half-kindness, half-cruelty, with which his host related","1767978659128","1"
"Literary Archive Foundation","1767978659128","1"
"window, so well known as having been the favorite closet of Napoleon","1767978659128","1"
"“In that case he must either have paid his debts——”","1767978659128","1"
"written—or——”","1767978659128","1"
"or a martyrdom, while I return, more contented, more peaceful—shall I","1767978659128","1"
"mistaken in this one thing. Besides, it were better to die than to","1767978659128","1"
"which Hebe served at the table of Jupiter.”","1767978659128","1"
"“Bah,” exclaimed Monte Cristo, “that’s a fine reason to give. Are you","1767978659128","1"
"Porto-Longone.”","1767978659128","1"
"“Have I by any means displeased you? Oh, if so, punish me as you will;","1767978659128","1"
"degree of fortune, the superfluities of life are all that can be","1767978659128","1"
"Monte Cristo raised his eyes, but he could not see the heavens; there","1767978659128","1"
"personage, whom, until now, he had only called monsieur. “Yes, and I","1767978659128","1"
"realize six per cent of this sum.”","1767978659128","1"
"irritated at the impassibility of her husband; “do these things concern","1767978659128","1"
"through clusters of bushes and trees, and was soon relieved from all","1767978659128","1"
"little by little the general vertigo seized them, and they felt","1767978659128","1"
"followed. It was a dark night. The ground from the steps to the river","1767978659128","1"
"“You prefer, then,” said the abbé, “that I should bestow on men you say","1767978659128","1"
"your father. I have a son too, and I should be very wroth with those","1767978659128","1"
"“You are right, sir,” replied the governor; “and this remark proves","1767978659128","1"
"fall on him.”","1767978659128","1"
"statues,—all became a dream for Franz.","1767978659128","1"
"little garden, he returned to the house.","1767978659128","1"
"sentence of death, five or six times, against the movers of political","1767978659128","1"
"ordered, measured, ruled, like our music-paper. What I have always","1767978659128","1"
"that would have affected the most unfeeling; her words were rapid,","1767978659128","1"
"appeared afraid to hear it. Caderousse, who had raised himself on his","1767978659128","1"
"acted like a coward. My first duty, directly I had succeeded in","1767978659128","1"
"Well, I was a million in advance with him, and now my fine Jacopo","1767978659128","1"
"The baron adored Count Andrea Cavalcanti; not so Mademoiselle Eugénie","1767978659128","1"
"“Five or six millions, is it not?”","1767978659128","1"
"“Indeed. Of what nature?”","1767978659128","1"
"misfortune has overwhelmed you, and this only increases my desire to","1767978659128","1"
"20061m","1767978659128","1"
"of the illusiveness of his vision, and once more awakened memory. He","1767978659128","1"
"natural. The _Pharaon_ left Calcutta the 5th of February; she ought to","1767978659128","1"
"“‘To the Governor of the Bank. Please pay to my order, from the fund","1767978659128","1"
"which we shall possess for the future? Listen to me. Our house","1767978659128","1"
"perfect confidence in Thomson & French. I understand, and foreseeing","1767978659128","1"
"which repelled impertinence; and he turned to the door, just as the","1767978659128","1"
"be, to look after his own affairs, most likely. Never mind where he is,","1767978659128","1"
"might almost be heard, “here is in this cup some syrup of violets, and","1767978659128","1"
"“About half-past six.”","1767978659128","1"
"“Oh, yes, they will; only listen to that charming finale. How","1767978659128","1"
"to ask what he pleases.”","1767978659128","1"
"noisy felicitations of the company.","1767978659128","1"
"“Now this was his project. He fancied that they buried the dead at the","1767978659128","1"
"other had become a necessity, and they would have preferred death to a","1767978659128","1"
"Cavalcanti, and I get the three millions, or even if it is thought I am","1767978659128","1"
"Arles. I left the boat between Bellegarde and Beaucaire, and took the","1767978659128","1"
"much rely upon his promise, I wish to be punctual. Is the countess up","1767978659128","1"
"“You acknowledge, then, the existence of the crime?”","1767978659128","1"
"“You were writing?” said Monte Cristo with a searching look.","1767978659128","1"
"“‘“Because, sir,” said the president, “you have insulted a man, and","1767978659128","1"
"“But the carriage and horses?” said Franz.","1767978659128","1"
"their little apartment in the Rue Meslay upon the three successive,","1767978659128","1"
"that I see you, young and with a promising future,—now that I think of","1767978659128","1"
"door,—Albert took out of this pocket-book a note of 1,000 francs.","1767978659128","1"
"“Ah, yes, that is the name, certainly. Major Bartolomeo Cavalcanti. And","1767978659128","1"
"while she waited for——”","1767978659128","1"
"“What was his name?” asked Monte Cristo.","1767978659128","1"
"as a Parisian; the smell of a Havana is disagreeable to her, but the","1767978659128","1"
"“Not that way, if you please.”","1767978659128","1"
"renowned vocalists of Italy.","1767978659128","1"
"“I do not think that, for he has complained of feeling almost","1767978659128","1"
"it.”","1767978659128","1"
"all 1,340,000 francs for your portion. Now, madame, I took the","1767978659128","1"
"“I swear to you it is true. Tell me, I entreat.”","1767978659128","1"
"with your arm?”","1767978659128","1"
